target_id,RA,Dec,mag1,mag2,author,snr,count
15736347855688704,48.015182979447175,11.600486613053516,12.437479,12.437479,ch,100,3
2561481322392623744,24.006556473489237,4.21255406290343,10.970555,10.970555,ch,100,3
489199523794365824,61.54030232101214,66.2231573885992,12.698993,12.698993,ch,100,3
2852023009427300224,356.0071341164991,24.337718431462086,12.915158,12.915158,ch,100,3
2226671476165221248,345.56584556397394,71.07116322041803,11.816511,11.816511,ch,100,3
2492355610470402688,32.0097741405289,-3.832328494291921,12.9953575,12.9953575,ch,100,3
2282948703222274944,358.85045476010566,79.69503731452967,12.292811,12.292811,ch,100,3
2804214212329479168,16.00125016826509,24.289258198172316,11.155291,11.155291,ch,100,3
530917782390155648,5.718841251674278,70.188402213105,12.900928,12.900928,ch,100,3
320214211627030784,20.011699704669294,34.666536819374976,11.585823,11.585823,ch,100,3
316757415788505600,20.00483858940577,32.8859860470511,12.173749,12.173749,ch,100,3
344728574986556672,32.00603454685128,40.31925697687916,12.587174,12.587174,ch,100,3
574742387428194048,43.60160279297584,86.52217080558243,12.393836,12.393836,ch,100,3
2303524074767460480,277.63517440129044,86.1828527976995,11.232115,11.232115,ch,100,3
